Datum	time	measurement	pressure_sample[bar]	pressure_rounded[bar]	current[mA]	current_rounded[mA]	voltage_th[mV]	voltage_needle_th[mV]	voltage[mV]	voltage_needle[mV]	R_ges / mOhm*cm²	R_bulk / mOhm*cm²	contact_area[cm2]	pressure_sensor	sample_thickness[cm]	cycle	degradation_corr[mOhm]	as_degradation_corr[mOhm*cm2]	main_resistance[mOhm]	main_resistance_mean[mOhm]	main_resistance_error[mOhm]	as_main_resistance[mOhm*cm2]	as_main_resistance_mean[mOhm*cm2]	as_main_resistance_error[mOhm*cm2]	as_flow_resistance[mOhm*cm2]	as_flow_resistance_mean[mOhm*cm2]	as_flow_resistance_error[mOhm*cm2]	vs_main_resistance[mOhm*cm]	vs_main_resistance_mean[mOhm*cm]	vs_main_resistance_error[mOhm*cm]	flow_resistance[mOhm]	flow_resistance_mean[mOhm]	flow_resistance_error[mOhm]	vs_flow_resistance[mOhm*cm]	vs_flow_resistance_mean[mOhm*cm]	vs_flow_resistance_error[mOhm*cm]	bulk_resistance[mOhm]	bulk_resistance_mean[mOhm]	bulk_resistance_error[mOhm]	bulk_resistance_sub[mOhm]	as_bulk_resistance[mOhm*cm2]	as_bulk_resistance_mean[mOhm*cm2]	as_bulk_resistance_error[mOhm*cm2]	vs_bulk_resistance[mOhm*cm]	vs_bulk_resistance_mean[mOhm*cm]	vs_bulk_resistance_error[mOhm*cm]	contact_resistance[mOhm]	contact_resistance_mean[mOhm]	contact_resistance_error[mOhm]	as_contact_resistance[mOhm*cm2]	as_contact_resistance_mean[mOhm*cm2]	as_contact_resistance_error[mOhm*cm2]	vs_main_conductance[S/cm]	vs_main_conductance_mean[S/cm]	vs_main_conductance_error[S/cm]	vs_flow_conductance[S/cm]	vs_flow_conductance_mean[S/cm]	vs_flow_conductance_error[S/cm]	vs_bulk_conductance[S/cm]	vs_bulk_conductance_mean[S/cm]	vs_bulk_conductance_error[S/cm]
24.11.2020	16:32:34	Zyklen5	2.002883	2.0	499.8	500.0	8.625564	0.013038	8.653576	0.018704	64.92779399999999	0.14033800000000002	3.75	0.38290799999999997	0.2	16.0	4.891031185341366	20.297779419166666	17.258031212484994	16.994033722637916	0.09654441357388323	64.71761704681873	63.72762645989218	0.36204155090206275	46.37625010178861	45.386259514862054	0.36204155090206214	323.5880852340936	318.6381322994609	1.8102077545103155	12.367000027143629	12.103002537296549	0.09654441357388323	231.88125050894303	226.9312975743103	1.810207754510313	0.026086434573829528	0.010812457675182855	0.005883367090545774	0.0	0.09782412965186073	0.04054671628193571	0.02206262658954665	0.4891206482593036	0.20273358140967854	0.11031313294773325	6.1704567962849	6.046095039810683	0.04557103659459635	23.139212986068376	6.046095039810683	0.04557103659459635	0.003090348642709045	0.003138658395186807	1.772383082712004e-05	0.004312552212846691	226.9312975743103	1.810207754510313	2.0444853505138827	-8.356632127462532	14.123098584148947
24.11.2020	16:32:39	Zyklen5	2.022949	2.0	999.0	1000.0	16.990853	0.013302000000000001	17.018866	0.018968000000000002	63.884631999999996	0.071201	3.75	0.386492	0.2	16.0	4.891031185341366	20.297779419166666	17.007860860860863	16.994033722637916	0.09654441357388323	63.779478228228236	63.72762645989218	0.36204155090206275	45.43811128319811	45.386259514862054	0.36204155090206214	318.89739114114116	318.6381322994609	1.8102077545103155	12.116829675519497	12.103002537296549	0.09654441357388323	227.19055641599056	226.9312975743103	1.810207754510313	0.013315315315315317	0.010812457675182855	0.005883367090545774	0.0	0.049932432432432436	0.04054671628193571	0.02206262658954665	0.24966216216216217	0.20273358140967854	0.11031313294773325	6.051757180102091	6.046095039810683	0.04557103659459635	22.694089425382842	6.046095039810683	0.04557103659459635	0.0031358048945512034	0.003138658395186807	1.772383082712004e-05	0.004401591403161052	226.9312975743103	1.810207754510313	4.005412719891746	-8.356632127462532	14.123098584148947
24.11.2020	16:32:42	Zyklen5	2.0266319999999998	2.0	1499.0	1500.0	25.327366	-0.001588	25.355379	0.004078	63.430735	0.010202	3.75	0.387153	0.2	16.0	4.891031185341366	20.297779419166666	16.896174783188794	16.994033722637916	0.09654441357388323	63.36065543695798	63.72762645989218	0.36204155090206275	45.01928849192786	45.386259514862054	0.36204155090206214	316.80327718478986	318.6381322994609	1.8102077545103155	12.005143597847429	12.103002537296549	0.09654441357388323	225.0964424596393	226.9312975743103	1.810207754510313	-0.0010593729152768513	0.010812457675182855	0.005883367090545774	0.0	-0.003972648432288193	0.04054671628193571	0.02206262658954665	-0.01986324216144096	0.20273358140967854	0.11031313294773325	6.003101485381353	6.046095039810683	0.04557103659459635	22.511630570180074	6.046095039810683	0.04557103659459635	0.003156533003339813	0.003138658395186807	1.772383082712004e-05	0.004442540224416492	226.9312975743103	1.810207754510313	-50.34424853064652	-8.356632127462532	14.123098584148947
24.11.2020	16:32:45	Zyklen5	2.032569	2.0	1999.0	2000.0	33.611321999999994	0.00981	33.639334999999996	0.015475999999999998	63.105306000000006	0.029032	3.75	0.38828	0.2	16.0	4.891031185341366	20.297779419166666	16.814068034017005	16.994033722637916	0.09654441357388323	63.05275512756377	63.72762645989218	0.36204155090206275	44.711388182533646	45.386259514862054	0.36204155090206214	315.2637756378188	318.6381322994609	1.8102077545103155	11.92303684867564	12.103002537296549	0.09654441357388323	223.5569409126682	226.9312975743103	1.810207754510313	0.004907453726863431	0.010812457675182855	0.005883367090545774	0.0	0.018402951475737866	0.04054671628193571	0.02206262658954665	0.09201475737868933	0.20273358140967854	0.11031313294773325	5.959064697474388	6.046095039810683	0.04557103659459635	22.346492615528955	6.046095039810683	0.04557103659459635	0.0031719470401471673	0.003138658395186807	1.772383082712004e-05	0.004473133314123522	226.9312975743103	1.810207754510313	10.86782195039076	-8.356632127462532	14.123098584148947
24.11.2020	16:32:49	Zyklen5	3.048561	3.0	499.8	500.0	6.5780389999999995	0.011259	6.606052	0.016925	49.565216	0.126992	3.75	0.582353	0.2	16.0	4.108140726104418	17.048784013333332	13.161342537014805	13.123159295389822	0.018066132357457958	49.35503451380552	49.21184735771183	0.06774799634046781	33.94950679091395	33.806319634820255	0.06774799634046781	246.7751725690276	246.05923678855913	0.33873998170234104	9.053201810910387	9.015018569285402	0.018066132357457958	169.74753395456975	169.0315981741013	0.33873998170233843	0.022527010804321727	0.010582030781028292	0.004241200615583244	0.0	0.08447629051620648	0.039682615428856094	0.015904502308437162	0.4223814525810324	0.19841307714428047	0.07952251154218581	4.515337400053033	4.502218269252188	0.007316357211053658	16.932515250198875	4.502218269252188	0.007316357211053658	0.0040522715052312705	0.00406408513397456	5.5955550710468905e-06	0.005891101783355711	169.0315981741013	0.33873998170233843	2.3675281996624924	9.067773674762952	4.26947119326045
24.11.2020	16:32:53	Zyklen5	3.0585080000000002	3.0	999.0	1000.0	13.131596	0.008756	13.159607999999999	0.014421999999999999	49.39793	0.054136000000000004	3.75	0.584299	0.2	16.0	4.108140726104418	17.048784013333332	13.144740740740742	13.123159295389822	0.018066132357457958	49.292777777777786	49.21184735771183	0.06774799634046781	33.887250054886216	33.806319634820255	0.06774799634046781	246.46388888888893	246.05923678855913	0.33873998170234104	9.036600014636324	9.015018569285402	0.018066132357457958	169.43625027443107	169.0315981741013	0.33873998170233843	0.008764764764764765	0.010582030781028292	0.004241200615583244	0.0	0.03286786786786787	0.039682615428856094	0.015904502308437162	0.16433933933933934	0.19841307714428047	0.07952251154218581	4.51391762493578	4.502218269252188	0.007316357211053658	16.927191093509173	4.502218269252188	0.007316357211053658	0.0040573895206645096	0.00406408513397456	5.5955550710468905e-06	0.005901924755654876	169.0315981741013	0.33873998170233843	6.084970306075834	9.067773674762952	4.26947119326045
24.11.2020	16:32:56	Zyklen5	3.064084	3.0	1499.0	1500.0	19.642072	0.012841	19.670085	0.018507	49.208019	0.046298	3.75	0.585341	0.2	16.0	4.108140726104418	17.048784013333332	13.103450300200134	13.123159295389822	0.018066132357457958	49.1379386257505	49.21184735771183	0.06774799634046781	33.73241090285893	33.806319634820255	0.06774799634046781	245.68969312875248	246.05923678855913	0.33873998170234104	8.995309574095716	9.015018569285402	0.018066132357457958	168.66205451429465	169.0315981741013	0.33873998170233843	0.008566377585056704	0.010582030781028292	0.004241200615583244	0.0	0.03212391594396264	0.039682615428856094	0.015904502308437162	0.1606195797198132	0.19841307714428047	0.07952251154218581	4.4933715982553295	4.502218269252188	0.007316357211053658	16.850143493457487	4.502218269252188	0.007316357211053658	0.004070174809799428	0.00406408513397456	5.5955550710468905e-06	0.005929015882557311	169.0315981741013	0.33873998170233843	6.2258910261402285	9.067773674762952	4.26947119326045
24.11.2020	16:33:00	Zyklen5	3.0706580000000003	3.0	1998.0	2000.0	26.140041	0.004935	26.168054	0.010601000000000001	49.114216	0.019896	3.75	0.586587	0.2	16.0	4.108140726104418	17.048784013333332	13.083103603603604	13.123159295389822	0.018066132357457958	49.061638513513515	49.21184735771183	0.06774799634046781	33.656110790621945	33.806319634820255	0.06774799634046781	245.30819256756757	246.05923678855913	0.33873998170234104	8.974962877499186	9.015018569285402	0.018066132357457958	168.28055395310972	169.0315981741013	0.33873998170233843	0.00246996996996997	0.010582030781028292	0.004241200615583244	0.0	0.009262387387387388	0.039682615428856094	0.015904502308437162	0.046311936936936936	0.19841307714428047	0.07952251154218581	4.486246453764608	4.502218269252188	0.007316357211053658	16.82342420161728	4.502218269252188	0.007316357211053658	0.0040765047002030335	0.00406408513397456	5.5955550710468905e-06	0.00594245726264155	169.0315981741013	0.33873998170233843	21.592705167173253	9.067773674762952	4.26947119326045
24.11.2020	16:33:03	Zyklen5	5.066073	5.0	499.8	500.0	4.973580999999999	0.011193999999999999	5.001594	0.01686	37.526965999999994	0.126497	3.75	0.967767	0.2	16.0	3.315857940160643	13.760810451666666	9.951142456982792	9.942339634994264	0.0070202867368311436	37.31678421368547	37.2837736312285	0.026326075263116953	24.882316938083058	24.849306355626084	0.026326075263115985	186.58392106842734	186.41886815614248	0.13163037631558466	6.635284516822149	6.626481694833622	0.0070202867368311436	124.41158469041528	124.24653177813042	0.13163037631557953	0.0223969587835134	0.007634334246733408	0.005123910823651666	0.0	0.08398859543817526	0.028628753425250283	0.01921466558869375	0.41994297719087625	0.1431437671262514	0.09607332794346872	3.3064437790193177	3.3094236802934445	0.003994157201593485	12.399164171322441	3.3094236802934445	0.003994157201593485	0.005359518624508177	0.0053642718998599456	3.7885229352233026e-06	0.008037836689311462	124.24653177813042	0.13163037631557953	2.381275683401823	-3.830003277577783	12.316845141592278
24.11.2020	16:33:07	Zyklen5	5.054887	5.0	999.0	1000.0	9.946525999999999	-0.001324	9.974539	0.004342	37.441963	0.016298	3.75	0.965633	0.2	16.0	3.315857940160643	13.760810451666666	9.956482482482482	9.942339634994264	0.0070202867368311436	37.33680930930931	37.2837736312285	0.026326075263116953	24.902342033706894	24.849306355626084	0.026326075263115985	186.68404654654654	186.41886815614248	0.13163037631558466	6.640624542321839	6.626481694833622	0.0070202867368311436	124.51171016853446	124.24653177813042	0.13163037631557953	-0.0013253253253253253	0.007634334246733408	0.005123910823651666	0.0	-0.00496996996996997	0.028628753425250283	0.01921466558869375	-0.02484984984984985	0.1431437671262514	0.09607332794346872	3.320974933823582	3.3094236802934445	0.003994157201593485	12.453656001838432	3.3094236802934445	0.003994157201593485	0.005356644118760661	0.0053642718998599456	3.7885229352233026e-06	0.008031373102549446	124.24653177813042	0.13163037631557953	-40.2416918429003	-3.830003277577783	12.316845141592278
