Datum	time	measurement	pressure_sample[bar]	pressure_rounded[bar]	current[mA]	current_rounded[mA]	voltage_th[mV]	voltage_needle_th[mV]	voltage[mV]	voltage_needle[mV]	R_ges / mOhm*cm²	R_bulk / mOhm*cm²	contact_area[cm2]	pressure_sensor	sample_thickness[cm]	cycle	degradation_corr[mOhm]	as_degradation_corr[mOhm*cm2]	main_resistance[mOhm]	main_resistance_mean[mOhm]	main_resistance_error[mOhm]	as_main_resistance[mOhm*cm2]	as_main_resistance_mean[mOhm*cm2]	as_main_resistance_error[mOhm*cm2]	as_flow_resistance[mOhm*cm2]	as_flow_resistance_mean[mOhm*cm2]	as_flow_resistance_error[mOhm*cm2]	vs_main_resistance[mOhm*cm]	vs_main_resistance_mean[mOhm*cm]	vs_main_resistance_error[mOhm*cm]	flow_resistance[mOhm]	flow_resistance_mean[mOhm]	flow_resistance_error[mOhm]	vs_flow_resistance[mOhm*cm]	vs_flow_resistance_mean[mOhm*cm]	vs_flow_resistance_error[mOhm*cm]	bulk_resistance[mOhm]	bulk_resistance_mean[mOhm]	bulk_resistance_error[mOhm]	bulk_resistance_sub[mOhm]	as_bulk_resistance[mOhm*cm2]	as_bulk_resistance_mean[mOhm*cm2]	as_bulk_resistance_error[mOhm*cm2]	vs_bulk_resistance[mOhm*cm]	vs_bulk_resistance_mean[mOhm*cm]	vs_bulk_resistance_error[mOhm*cm]	contact_resistance[mOhm]	contact_resistance_mean[mOhm]	contact_resistance_error[mOhm]	as_contact_resistance[mOhm*cm2]	as_contact_resistance_mean[mOhm*cm2]	as_contact_resistance_error[mOhm*cm2]	vs_main_conductance[S/cm]	vs_main_conductance_mean[S/cm]	vs_main_conductance_error[S/cm]	vs_flow_conductance[S/cm]	vs_flow_conductance_mean[S/cm]	vs_flow_conductance_error[S/cm]	vs_bulk_conductance[S/cm]	vs_bulk_conductance_mean[S/cm]	vs_bulk_conductance_error[S/cm]
24.11.2020	16:32:34	Zyklen5	2.002883	2.0	499.8	500.0	8.625564	0.013038	8.653576	0.018704	64.92779399999999	0.14033800000000002	3.75	0.38290799999999997	0.1	16.0	4.891031185341366	20.297779419166666	17.258031212484994	16.994033722637916	0.09654441357388323	64.71761704681873	63.72762645989218	0.36204155090206275	46.37625010178861	45.386259514862054	0.36204155090206214	647.1761704681873	637.2762645989218	3.620415509020631	12.367000027143629	12.103002537296549	0.09654441357388323	463.76250101788605	453.8625951486206	3.620415509020626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.183500013571814	6.051501268648274	0.048272206786941614	23.188125050894303	6.051501268648274	0.048272206786941614	0.0015451743213545225	0.0015693291975934034	8.86191541356002e-06	0.0021562761064233453	453.8625951486206	3.620415509020626	inf		
24.11.2020	16:32:39	Zyklen5	2.022949	2.0	999.0	1000.0	16.990853	0.013302000000000001	17.018866	0.018968000000000002	63.884631999999996	0.071201	3.75	0.386492	0.1	16.0	4.891031185341366	20.297779419166666	17.007860860860863	16.994033722637916	0.09654441357388323	63.779478228228236	63.72762645989218	0.36204155090206275	45.43811128319811	45.386259514862054	0.36204155090206214	637.7947822822823	637.2762645989218	3.620415509020631	12.116829675519497	12.103002537296549	0.09654441357388323	454.3811128319811	453.8625951486206	3.620415509020626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.058414837759749	6.051501268648274	0.048272206786941614	22.719055641599056	6.051501268648274	0.048272206786941614	0.0015679024472756017	0.0015693291975934034	8.86191541356002e-06	0.002200795701580526	453.8625951486206	3.620415509020626	inf		
24.11.2020	16:32:42	Zyklen5	2.0266319999999998	2.0	1499.0	1500.0	25.327366	-0.001588	25.355379	0.004078	63.430735	0.010202	3.75	0.387153	0.1	16.0	4.891031185341366	20.297779419166666	16.896174783188794	16.994033722637916	0.09654441357388323	63.36065543695798	63.72762645989218	0.36204155090206275	45.01928849192786	45.386259514862054	0.36204155090206214	633.6065543695797	637.2762645989218	3.620415509020631	12.005143597847429	12.103002537296549	0.09654441357388323	450.1928849192786	453.8625951486206	3.620415509020626	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	6.002571798923714	6.051501268648274	0.048272206786941614	22.50964424596393	6.051501268648274	0.048272206786941614	0.0015782665016699064	0.0015693291975934034	8.86191541356002e-06	0.002221270112208246	453.8625951486206	3.620415509020626	-inf		
24.11.2020	16:32:45	Zyklen5	2.032569	2.0	1999.0	2000.0	33.611321999999994	0.00981	33.639334999999996	0.015475999999999998	63.105306000000006	0.029032	3.75	0.38828	0.1	16.0	4.891031185341366	20.297779419166666	16.814068034017005	16.994033722637916	0.09654441357388323	63.05275512756377	63.72762645989218	0.36204155090206275	44.711388182533646	45.386259514862054	0.36204155090206214	630.5275512756376	637.2762645989218	3.620415509020631	11.92303684867564	12.103002537296549	0.09654441357388323	447.1138818253364	453.8625951486206	3.620415509020626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96151842433782	6.051501268648274	0.048272206786941614	22.355694091266823	6.051501268648274	0.048272206786941614	0.0015859735200735837	0.0015693291975934034	8.86191541356002e-06	0.002236566657061761	453.8625951486206	3.620415509020626	inf		
24.11.2020	16:32:49	Zyklen5	3.048561	3.0	499.8	500.0	6.5780389999999995	0.011259	6.606052	0.016925	49.565216	0.126992	3.75	0.582353	0.1	16.0	4.108140726104418	17.048784013333332	13.161342537014805	13.123159295389822	0.018066132357457958	49.35503451380552	49.21184735771183	0.06774799634046781	33.94950679091395	33.806319634820255	0.06774799634046781	493.5503451380552	492.11847357711827	0.6774799634046821	9.053201810910387	9.015018569285402	0.018066132357457958	339.4950679091395	338.0631963482026	0.6774799634046769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.526600905455194	4.507509284642701	0.009033066178728979	16.974753395456975	4.507509284642701	0.009033066178728979	0.0020261357526156353	0.00203204256698728	2.7977775355234452e-06	0.0029455508916778556	338.0631963482026	0.6774799634046769	inf	inf	
24.11.2020	16:32:53	Zyklen5	3.0585080000000002	3.0	999.0	1000.0	13.131596	0.008756	13.159607999999999	0.014421999999999999	49.39793	0.054136000000000004	3.75	0.584299	0.1	16.0	4.108140726104418	17.048784013333332	13.144740740740742	13.123159295389822	0.018066132357457958	49.292777777777786	49.21184735771183	0.06774799634046781	33.887250054886216	33.806319634820255	0.06774799634046781	492.92777777777786	492.11847357711827	0.6774799634046821	9.036600014636324	9.015018569285402	0.018066132357457958	338.87250054886215	338.0631963482026	0.6774799634046769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.518300007318162	4.507509284642701	0.009033066178728979	16.943625027443108	4.507509284642701	0.009033066178728979	0.0020286947603322548	0.00203204256698728	2.7977775355234452e-06	0.002950962377827438	338.0631963482026	0.6774799634046769	inf	inf	
24.11.2020	16:32:56	Zyklen5	3.064084	3.0	1499.0	1500.0	19.642072	0.012841	19.670085	0.018507	49.208019	0.046298	3.75	0.585341	0.1	16.0	4.108140726104418	17.048784013333332	13.103450300200134	13.123159295389822	0.018066132357457958	49.1379386257505	49.21184735771183	0.06774799634046781	33.73241090285893	33.806319634820255	0.06774799634046781	491.37938625750496	492.11847357711827	0.6774799634046821	8.995309574095716	9.015018569285402	0.018066132357457958	337.3241090285893	338.0631963482026	0.6774799634046769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.497654787047858	4.507509284642701	0.009033066178728979	16.866205451429465	4.507509284642701	0.009033066178728979	0.002035087404899714	0.00203204256698728	2.7977775355234452e-06	0.0029645079412786556	338.0631963482026	0.6774799634046769	inf	inf	
24.11.2020	16:33:00	Zyklen5	3.0706580000000003	3.0	1998.0	2000.0	26.140041	0.004935	26.168054	0.010601000000000001	49.114216	0.019896	3.75	0.586587	0.1	16.0	4.108140726104418	17.048784013333332	13.083103603603604	13.123159295389822	0.018066132357457958	49.061638513513515	49.21184735771183	0.06774799634046781	33.656110790621945	33.806319634820255	0.06774799634046781	490.61638513513515	492.11847357711827	0.6774799634046821	8.974962877499186	9.015018569285402	0.018066132357457958	336.56110790621943	338.0631963482026	0.6774799634046769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.487481438749593	4.507509284642701	0.009033066178728979	16.828055395310972	4.507509284642701	0.009033066178728979	0.0020382523501015167	0.00203204256698728	2.7977775355234452e-06	0.002971228631320775	338.0631963482026	0.6774799634046769	inf	inf	
24.11.2020	16:33:03	Zyklen5	5.066073	5.0	499.8	500.0	4.973580999999999	0.011193999999999999	5.001594	0.01686	37.526965999999994	0.126497	3.75	0.967767	0.1	16.0	3.315857940160643	13.760810451666666	9.951142456982792	9.942339634994264	0.0070202867368311436	37.31678421368547	37.2837736312285	0.026326075263116953	24.882316938083058	24.849306355626084	0.026326075263115985	373.1678421368547	372.83773631228496	0.2632607526311693	6.635284516822149	6.626481694833622	0.0070202867368311436	248.82316938083056	248.49306355626084	0.26326075263115906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3176422584110745	3.313240847416811	0.0035101433684155718	12.441158469041529	3.313240847416811	0.0035101433684155718	0.0026797593122540883	0.0026821359499299728	1.8942614676116513e-06	0.004018918344655731	248.49306355626084	0.26326075263115906	inf		
24.11.2020	16:33:07	Zyklen5	5.054887	5.0	999.0	1000.0	9.946525999999999	-0.001324	9.974539	0.004342	37.441963	0.016298	3.75	0.965633	0.1	16.0	3.315857940160643	13.760810451666666	9.956482482482482	9.942339634994264	0.0070202867368311436	37.33680930930931	37.2837736312285	0.026326075263116953	24.902342033706894	24.849306355626084	0.026326075263115985	373.3680930930931	372.83773631228496	0.2632607526311693	6.640624542321839	6.626481694833622	0.0070202867368311436	249.02342033706893	248.49306355626084	0.26326075263115906	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	3.3203122711609194	3.313240847416811	0.0035101433684155718	12.451171016853447	3.313240847416811	0.0035101433684155718	0.0026783220593803304	0.0026821359499299728	1.8942614676116513e-06	0.004015686551274723	248.49306355626084	0.26326075263115906	-inf		
